"State","County","Metro/Small Town/Rural Status","Percent with SNAP","Percent Margin of Error (±)"
"Virginia","Powhatan County","Metro area","0.0475369952619076","0.0186175256967545"
"Utah","Wayne County","Rural area","0.0470347665250301","0.0221550203859806"
"Texas","Concho County","Rural area","0.0468354448676109","0.0284915175288916"
"Oklahoma","Roger Mills County","Rural area","0.0468277931213379","0.017985001206398"
"Alaska","Denali Borough","Rural area","0.0466760955750942","0.0264015644788742"
"Wyoming","Albany County","Small town","0.0463861227035522","0.0121403653174639"
"California","Placer County","Metro area","0.0462151691317558","0.00391917070373893"
"Virginia","Albemarle County","Metro area","0.0462072975933552","0.00733593758195639"
"North Dakota","Morton County","Metro area","0.0461611300706863","0.0131440693512559"
"Colorado","Park County","Metro area","0.0459583662450314","0.0152649860829115"
"North Dakota","Burke County","Rural area","0.0459540449082851","0.0187225453555584"
"California","Napa County","Metro area","0.0458126589655876","0.00564617058262229"
"Indiana","Dubois County","Small town","0.0456133894622326","0.0110654700547457"
"Pennsylvania","Chester County","Metro area","0.0453992858529091","0.00325018959119916"
"North Dakota","Ward County","Small town","0.0453832373023033","0.00823753327131271"
"Wyoming","Sweetwater County","Small town","0.0451823621988297","0.010835824534297"
"Nebraska","Boone County","Rural area","0.0451699458062649","0.0155516769737005"
"Montana","Madison County","Rural area","0.0448736995458603","0.0182250086218119"
"New Jersey","Sussex County","Metro area","0.0446055755019188","0.00596418371424079"
"Nebraska","Gosper County","Small town","0.0443896427750587","0.0244338493794203"
"Oklahoma","Beaver County","Rural area","0.0440824143588543","0.0161967221647501"
"Georgia","Forsyth County","Metro area","0.0440300740301609","0.00440553296357393"
"Virginia","Hanover County","Metro area","0.0439507998526096","0.00597162032499909"
"Minnesota","Scott County","Metro area","0.0438563004136086","0.00675568310543895"
"Kansas","Ness County","Rural area","0.0437735840678215","0.0141296908259392"
"Nebraska","Frontier County","Rural area","0.0437556989490986","0.0124959545210004"
"Kansas","Wabaunsee County","Metro area","0.0435906909406185","0.0120659274980426"
"Colorado","San Miguel County","Rural area","0.0435850210487843","0.0145993204787374"
"South Dakota","Union County","Metro area","0.0433990396559238","0.0102021060883999"
"South Dakota","Marshall County","Rural area","0.043177891522646","0.0152599820867181"
"Ohio","Delaware County","Metro area","0.0431443862617016","0.00427328236401081"
"South Dakota","Jones County","Rural area","0.0429594255983829","0.0307259671390057"
"New Hampshire","Rockingham County","Metro area","0.0427817851305008","0.00331889465451241"
"Texas","Throckmorton County","Rural area","0.042758621275425","0.018863869830966"
"Nebraska","Perkins County","Rural area","0.0427074953913689","0.0224645789712667"
"North Dakota","Slope County","Rural area","0.0424836613237858","0.0289839804172516"
"Idaho","Franklin County","Metro area","0.0423568375408649","0.0162793565541506"
"North Dakota","Dickey County","Rural area","0.0419708043336868","0.0167913679033518"
"Texas","Sterling County","Rural area","0.0419426038861275","0.0415730774402618"
"South Dakota","Hamlin County","Rural area","0.0416478030383587","0.014293204061687"
"California","Sierra County","Rural area","0.0415686257183552","0.0214530844241381"
"Texas","Blanco County","Rural area","0.0412074737250805","0.0165994334965944"
"Virginia","Fairfax County","Metro area","0.0409347228705883","0.00213215569965541"
"Colorado","Elbert County","Metro area","0.0408496744930744","0.0100202029570937"
"Montana","Judith Basin County","Rural area","0.0404371581971645","0.019510181620717"
"Wyoming","Sheridan County","Small town","0.0403244867920876","0.0124861020594835"
"Wyoming","Johnson County","Rural area","0.0400763340294361","0.0282681472599506"
"North Dakota","McKenzie County","Rural area","0.0398119986057281","0.0123495254665613"
"Indiana","Hamilton County","Metro area","0.0398051030933857","0.00437239557504654"
"Kansas","Johnson County","Metro area","0.039690725505352","0.00287235761061311"
"Montana","Carbon County","Metro area","0.0396807305514812","0.0098935691639781"
"Nebraska","Boyd County","Rural area","0.0396039597690105","0.0151705015450716"
"Wyoming","Park County","Rural area","0.0394047014415264","0.0140709551051259"
"Virginia","York County","Metro area","0.0392928943037987","0.0080984691157937"
"New York","Putnam County","Metro area","0.0389126725494862","0.00671781459823251"
"Nebraska","Polk County","Rural area","0.0388257578015327","0.0131492549553514"
"Virginia","Arlington County","Metro area","0.0387758538126945","0.00516146654263139"
"Oklahoma","Dewey County","Rural area","0.0386526770889759","0.0153866298496723"
"Texas","McMullen County","Rural area","0.0386266112327576","0.0639244243502617"
"Nebraska","Arthur County","Rural area","0.0382513664662838","0.0434270575642586"
"North Dakota","Steele County","Rural area","0.0381760336458683","0.0295895989984274"
"Colorado","Broomfield County","Metro area","0.037183191627264","0.00890216510742903"
"California","San Mateo County","Metro area","0.0371594950556755","0.00239086523652077"
"Texas","Collin County","Metro area","0.0369874052703381","0.00213613524101675"
"Colorado","Grand County","Rural area","0.0369730480015278","0.0215861368924379"
"Kansas","Hodgeman County","Rural area","0.0368550382554531","0.0219101831316948"
"South Dakota","Douglas County","Rural area","0.0367762111127377","0.0163527149707079"
"California","Mono County","Rural area","0.0365656577050686","0.0173115450888872"
"Nevada","Storey County","Metro area","0.036529678851366","0.0284514781087637"
"Texas","Irion County","Metro area","0.036392405629158","0.0266206189990044"
"Hawaii","Kalawao County","Metro area","0.036363635212183","0.0541432723402977"
"South Dakota","Faulk County","Rural area","0.035934291779995","0.0234723184257746"
"Minnesota","Carver County","Metro area","0.0358673892915249","0.00745394546538591"
"Nebraska","Blaine County","Rural area","0.0358565747737885","0.0275571886450052"
"Kansas","Greeley County","Rural area","0.0355648547410965","0.0269511826336384"
"Utah","Morgan County","Metro area","0.0354011058807373","0.0217367764562368"
"Texas","Roberts County","Rural area","0.0350877195596695","0.0260970890522003"
"Colorado","Summit County","Small town","0.0348980836570263","0.0161486454308033"
"North Dakota","Dunn County","Rural area","0.0348837226629257","0.0127903074026108"
"Nebraska","Wheeler County","Rural area","0.0348525457084179","0.0185270309448242"
"Kansas","Haskell County","Rural area","0.0347169823944569","0.0165134742856026"
"New Jersey","Morris County","Metro area","0.0342172309756279","0.00294296629726887"
"Tennessee","Williamson County","Metro area","0.0341764837503433","0.00500362040475011"
"Nebraska","Greeley County","Rural area","0.0341463424265385","0.0145231569185853"
"Nebraska","Logan County","Small town","0.0340909101068974","0.0282884892076254"
"Virginia","Fairfax city","Metro area","0.0339782908558846","0.0116676790639758"
"South Dakota","Potter County","Rural area","0.0338818989694118","0.0153547907248139"
"Montana","Richland County","Rural area","0.033875934779644","0.0138279935345054"
"California","Marin County","Metro area","0.0334578529000282","0.00345859513618052"
"North Dakota","Kidder County","Rural area","0.0332409963011742","0.0146299498155713"
"Colorado","Ouray County","Rural area","0.0327793173491955","0.0193302445113659"
"Alaska","Skagway Municipality","Rural area","0.0327102802693844","0.0207189712673426"
"South Dakota","Harding County","Rural area","0.0323232337832451","0.0178980622440577"
"Nebraska","Loup County","Rural area","0.0322580635547638","0.031897034496069"
"North Dakota","Divide County","Rural area","0.0321057587862015","0.0253941565752029"
"Wyoming","Campbell County","Small town","0.0320520140230656","0.0107615441083908"
"New Jersey","Hunterdon County","Metro area","0.0320017039775848","0.00597860245034099"
"North Dakota","Logan County","Rural area","0.0318906605243683","0.0169583708047867"
"Massachusetts","Dukes County","Small town","0.0311379190534353","0.0163485966622829"
"New Jersey","Somerset County","Metro area","0.0305952467024326","0.00321463192813098"
"Colorado","Eagle County","Small town","0.0304320678114891","0.0118305794894695"
"North Dakota","Oliver County","Metro area","0.0302631575614214","0.0156196486204863"
"Texas","Reagan County","Rural area","0.0302521008998156","0.0225628819316626"
"South Dakota","Hanson County","Small town","0.0301886796951294","0.0149658750742674"
"Wyoming","Lincoln County","Rural area","0.0301342476159334","0.010340983979404"
"Nebraska","Holt County","Rural area","0.0293280798941851","0.00894203502684832"
"South Dakota","Hand County","Rural area","0.0292915534228086","0.0107726231217384"
"Montana","Garfield County","Rural area","0.0290827732533216","0.0244705006480217"
"Virginia","Loudoun County","Metro area","0.0288879591971636","0.00338705023750663"
"South Dakota","Lincoln County","Metro area","0.0285244099795818","0.00755679327994585"
"Kansas","Trego County","Rural area","0.028485756367445","0.0194311980158091"
"Kansas","Stanton County","Rural area","0.0283950623124838","0.020835330709815"
"Colorado","Routt County","Small town","0.0280809570103884","0.00850155390799046"
"South Dakota","Campbell County","Rural area","0.0278592370450497","0.0188814494758844"
"Utah","Wasatch County","Small town","0.0268031749874353","0.0101931178942323"
"Montana","Liberty County","Rural area","0.0264105647802353","0.0179286263883114"
"Utah","Summit County","Small town","0.0264062713831663","0.00904160272330046"
"Wyoming","Sublette County","Rural area","0.0259132068604231","0.0251616891473532"
"Montana","Daniels County","Rural area","0.0257270690053701","0.0200471505522728"
"North Dakota","Cavalier County","Rural area","0.0257270690053701","0.0111000649631023"
"Illinois","Monroe County","Metro area","0.0255564078688622","0.00912303011864424"
"South Dakota","Sully County","Small town","0.0253378376364708","0.0218507014214993"
"Colorado","Pitkin County","Small town","0.025128273293376","0.0155905587598681"
"Virginia","Falls Church city","Metro area","0.023769099265337","0.0179118104279041"
"North Dakota","Mountrail County","Rural area","0.0230939574539661","0.00881299842149019"
"Utah","Daggett County","Rural area","0.0230414755642414","0.0272149350494146"
"Nebraska","Wayne County","Rural area","0.0229885056614876","0.0131333582103252"
"Nebraska","Grant County","Rural area","0.0220588240772486","0.0219498760998249"
"Montana","Fallon County","Rural area","0.0217755436897278","0.0175454430282116"
"Kansas","Cheyenne County","Rural area","0.0215654950588942","0.0127273369580507"
"Texas","Armstrong County","Metro area","0.021367521956563","0.0141498697921634"
"Colorado","Douglas County","Metro area","0.0202864482998848","0.00273479032330215"
"Texas","Borden County","Rural area","0.0199203193187714","0.0197678059339523"
"Virginia","Poquoson city","Metro area","0.019305856898427","0.0121387680992484"
"Texas","Glasscock County","Small town","0.018264839425683","0.0204332079738379"
"Nebraska","Keya Paha County","Rural area","0.0177514795213938","0.0294690318405628"
"Texas","King County","Rural area","0.0175438597798347","0.0348927862942219"
"Colorado","Hinsdale County","Rural area","0.0174563582986593","0.0198537148535252"
"Nebraska","Sioux County","Small town","0.0165441185235977","0.012741930782795"
"Wyoming","Crook County","Rural area","0.0164650529623032","0.00870551634579897"
"New Mexico","Los Alamos County","Small town","0.0146322175860405","0.00776781560853124"
"Wyoming","Teton County","Small town","0.0144589552655816","0.0110516445711255"
"South Dakota","Haakon County","Rural area","0.0126582281664014","0.0102973943576217"
"Texas","Terrell County","Rural area","0.0126262623816729","0.0174870826303959"
"North Dakota","Billings County","Rural area","0.0123456791043282","0.00982518121600151"
"Montana","Carter County","Rural area","0.0112149529159069","0.00930222403258085"
"Nebraska","McPherson County","Small town","0.0102564105764031","0.0152803268283606"
"Kansas","Scott County","Rural area","0.00748013099655509","0.0116796577349305"
"Colorado","Mineral County","Rural area","0.00733496341854334","0.00974039174616337"
